"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0046689","BP","GO:0046689","response to mercury ion",11,-0.778957407333835,-1.48478774296125,0.0482625482625483,0.0482625482625483,0.463677774208167,7101,"tags=55%, list=9%, signal=50%","PARK7/AQP1/ALAD/SLC1A1/BSG/SLC34A1"
"GO:0072527","BP","GO:0072527","pyrimidine-containing compound metabolic process",74,-0.551350198712466,-1.48501769962693,0.00866551126516464,0.00866551126516464,0.230302248491103,11489,"tags=38%, list=15%, signal=32%","TYMS/SLC19A3/NME6/CAD/RRM1/DCTD/NME3/CDK1/ENTPD5/UNG/TPK1/DUT/NT5C3A/DPYD/NME9/TK1/NME4/CMPK2/CPS1/NT5M/TKTL1/SLC19A2/UPP2/CDA/TYMP/ACP3/UPP1/ENPP3"
"GO:0014856","BP","GO:0014856","skeletal muscle cell proliferation",25,-0.68107750124606,-1.4850736028104,0.0285714285714286,0.0285714285714286,0.387719846662608,10688,"tags=48%, list=14%, signal=41%","FOS/ANHX/DSN1/FGF2/JAK2/STAT3/SHH/SELENON/MYOG/CFLAR/EPHB1/CAV2"
"GO:0031093","CC","GO:0031093","platelet alpha granule lumen",67,-0.562618565802386,-1.48508498386659,0.0140597539543058,0.0140597539543058,0.277987076774083,4292,"tags=28%, list=5%, signal=27%","PROS1/ORM2/QSOX1/VEGFD/SERPING1/THBS1/ORM1/SPARC/ACTN1/F13A1/ALDOA/APP/TOR4A/F5/SERPINA1/SRGN/VEGFA/CLU/CFD"
"GO:0009129","BP","GO:0009129","pyrimidine nucleoside monophosphate metabolic process",22,-0.687543886405197,-1.48518304944993,0.0248091603053435,0.0248091603053435,0.365219224077963,11489,"tags=45%, list=15%, signal=39%","TYMS/CAD/DCTD/DUT/DPYD/NT5M/UPP2/CDA/TYMP/UPP1"
"GO:0032890","BP","GO:0032890","regulation of organic acid transport",72,-0.557615402800819,-1.48524427955704,0.0089126559714795,0.0089126559714795,0.230302248491103,5809,"tags=32%, list=7%, signal=30%","SEPTIN2/ADORA1/PRKG1/PSEN1/PER2/NTSR1/ACSL4/PLA2G4A/AKT1/ACSL1/SLC43A1/IRS2/ABCB11/CYP4A11/STXBP1/THBS1/AVP/CES1/PTGES/ACE2/AVPR1B/TNFSF11/CYP4F2"
"GO:0140319","MF","GO:0140319","receptor decoy activity",3,-0.959166445236697,-1.48527084029825,0.0040650406504065,0.0040650406504065,0.160061400112748,1754,"tags=67%, list=2%, signal=65%","NPR3/TREM1"
"GO:0005758","CC","GO:0005758","mitochondrial intermembrane space",89,-0.547915983319856,-1.48531914655131,0.00179533213644524,0.00179533213644524,0.146567851847429,17495,"tags=57%, list=22%, signal=45%","COX19/GOLPH3/CHCHD10/MICU1/COA4/CHCHD5/TAFAZZIN/PARK7/GATM/PANK2/TIMM29/STOML2/COA6/REXO2/TIMM21/IMMT/COX17/NDUFS1/ARL2BP/HAX1/NDUFA8/TIMM8B/COX5A/MIX23/RNASET2/CHCHD4/PINK1/SDHAF3/PPOX/NDUFB7/COX6C/CDC25C/TIMM13/CPOX/PNPT1/GFER/COX4I1/AKT1/HSD3B2/MYOC/STMP1/AK2/NME4/SUOX/NBR1/NLN/UQCC2/FKBP10/FGR/THEM4/STAR"
"GO:0001537","MF","GO:0001537","dermatan 4-sulfotransferase activity",5,-0.899103466003296,-1.48536896852293,0.0099601593625498,0.0099601593625498,0.239635651309485,5445,"tags=60%, list=7%, signal=56%","CHST8/CHST14/CHST13"
"GO:0070842","BP","GO:0070842","aggresome assembly",6,-0.867582660912406,-1.48600846301832,0.0219560878243513,0.0219560878243513,0.340832070132839,2924,"tags=50%, list=4%, signal=48%","VCP/BAG3/PRKN"
"GO:0002864","BP","GO:0002864","regulation of acute inflammatory response to antigenic stimulus",17,-0.721273768643235,-1.48604095575468,0.0372549019607843,0.0372549019607843,0.426003676354758,7571,"tags=59%, list=10%, signal=53%","PARK7/NPY5R/ZP3/HLA-E/IL20RB/SELENOS/C3/PLA2G2D/FCGR2B/FCER1G"
"GO:0030292","MF","GO:0030292","protein tyrosine kinase inhibitor activity",10,-0.791147679127567,-1.48613284620724,0.0308285163776493,0.0308285163776493,0.398718411149599,5380,"tags=50%, list=7%, signal=47%","DUSP3/PTPRC/HYAL2/SOCS3/CAV1"
"GO:0043315","BP","GO:0043315","positive regulation of neutrophil degranulation",3,-0.959726065830921,-1.48613741372183,0.0040650406504065,0.0040650406504065,0.160061400112748,3162,"tags=100%, list=4%, signal=96%","ITGAM/ITGB2"
"GO:0042789","BP","GO:0042789","mRNA transcription by RNA polymerase II",48,-0.599074443586222,-1.48615338730834,0.0228070175438597,0.0228070175438597,0.348517526195013,11893,"tags=48%, list=15%, signal=41%","TAF4/TAF13/TAF12/TAF4B/SREBF1/AP3B1/NFKBIZ/MED1/TAF6/NCBP3/ATF4/NR1H2/NR1H3/NCOA1/STAT3/THRB/VDR/RARA/FLNA/RXRA/C5AR1/S100A10/PPARG"
"GO:0004623","MF","GO:0004623","phospholipase A2 activity",36,-0.628085624174047,-1.48631999703107,0.0319715808170515,0.0319715808170515,0.402669170060588,9207,"tags=31%, list=12%, signal=27%","PLA2G4A/PNPLA2/PLA2G12A/PGAP6/PLA2G2D/PLB1/PLA2G7/PLAAT3/PLA2G2F/PLA2G2C/PLAAT5"
"GO:0031663","BP","GO:0031663","lipopolysaccharide-mediated signaling pathway",64,-0.568375869772981,-1.48643119104367,0.0177304964539007,0.0177304964539007,0.302129582357071,8234,"tags=34%, list=11%, signal=31%","CD55/SPI1/CD6/AKT1/JAK2/MYD88/NOS3/PTPN6/MAPK14/HCK/TLR2/TRIB1/SASH1/SIRPA/LTF/CARD16/LBP/CD36/PRKCA/PTAFR/BPI/CD14"
"GO:0016417","MF","GO:0016417","S-acyltransferase activity",31,-0.650406327123837,-1.48644851298374,0.0383912248628885,0.0383912248628885,0.430925270359052,16875,"tags=61%, list=22%, signal=48%","ZDHHC13/ZDHHC5/ZDHHC21/DLAT/ZDHHC15/FASN/YKT6/ZDHHC11/ZDHHC7/ZDHHC3/ZDHHC14/ZDHHC18/ZDHHC4/ZDHHC1/GLUL/ZDHHC23/ZDHHC12/ZDHHC11B/ZDHHC19"
"GO:0035621","BP","GO:0035621","ER to Golgi ceramide transport",3,-0.960092053343348,-1.48670414599528,0.0040650406504065,0.0040650406504065,0.160061400112748,3006,"tags=67%, list=4%, signal=64%","SGPP1/PLEKHA8"
"GO:0030228","MF","GO:0030228","lipoprotein particle receptor activity",18,-0.706870743461549,-1.4867410090458,0.0455407969639469,0.0455407969639469,0.460040721588103,4893,"tags=50%, list=6%, signal=47%","CXCL16/STAB2/LDLR/LRP1/CD36/APOBR/OLR1/LRP12/STAB1"
"GO:2000254","BP","GO:2000254","regulation of male germ cell proliferation",5,-0.899956902609541,-1.48677889329739,0.00796812749003984,0.00796812749003984,0.219214526241372,871,"tags=60%, list=1%, signal=59%","CIB1/HPGDS/PTGDR2"
"GO:0001992","BP","GO:0001992","regulation of systemic arterial blood pressure by vasopressin",5,-0.899998221961952,-1.48684715516734,0.00796812749003984,0.00796812749003984,0.219214526241372,602,"tags=80%, list=1%, signal=79%","AVPR2/DRD5/OXTR/AVPR1B"
"GO:0009650","BP","GO:0009650","UV protection",12,-0.767430449371273,-1.48696425037173,0.0419847328244275,0.0419847328244275,0.444320196578255,9669,"tags=42%, list=12%, signal=37%","MC1R/SDF4/CAT/SCARA3/MFAP4"
"GO:0008303","CC","GO:0008303","caspase complex",10,-0.791752801129278,-1.48726953876975,0.0308285163776493,0.0308285163776493,0.398718411149599,13139,"tags=70%, list=17%, signal=58%","CAPN1/PIGU/GPAA1/CAPNS1/PIGK/PIGT/CAPN2"
"GO:1903659","BP","GO:1903659","regulation of complement-dependent cytotoxicity",9,-0.808481975827152,-1.48733343984864,0.0307692307692308,0.0307692307692308,0.398718411149599,8234,"tags=56%, list=11%, signal=50%","CD55/CR1L/IL4/CR1/CLU"
"GO:0010841","BP","GO:0010841","positive regulation of circadian sleep/wake cycle, wakefulness",3,-0.960763720040861,-1.48774422299669,0.0040650406504065,0.0040650406504065,0.160061400112748,193,"tags=67%, list=0%, signal=67%","NPS/NLGN1"
"GO:0003993","MF","GO:0003993","acid phosphatase activity",9,-0.808725920954848,-1.48778221639129,0.0307692307692308,0.0307692307692308,0.398718411149599,12826,"tags=67%, list=16%, signal=56%","ACP7/ACP6/ACP2/ACP4/MINPP1/ACP3"
"GO:0072074","BP","GO:0072074","kidney mesenchyme development",17,-0.722223679785308,-1.48799805848435,0.0372549019607843,0.0372549019607843,0.426003676354758,7827,"tags=41%, list=10%, signal=37%","MYC/SHH/WNT4/STAT1/BASP1/PAX2/SIX4"
"GO:0061740","BP","GO:0061740","protein targeting to lysosome involved in chaperone-mediated autophagy",4,-0.938208000120224,-1.48809826066193,0.00404040404040404,0.00404040404040404,0.160061400112748,4769,"tags=75%, list=6%, signal=70%","LAMP2/ZDHHC12/CLU"
"GO:0033033","BP","GO:0033033","negative regulation of myeloid cell apoptotic process",21,-0.692917411018219,-1.4885195389454,0.0247619047619048,0.0247619047619048,0.365219224077963,10495,"tags=52%, list=13%, signal=45%","GAS6/STAT5A/IRF7/MAEA/STAT5B/SELENOS/ITPKB/NOD2/EPO/GHSR/FCER1G"
"GO:0030910","BP","GO:0030910","olfactory placode formation",3,-0.961287452969587,-1.48855522431039,0.0040650406504065,0.0040650406504065,0.160061400112748,1719,"tags=100%, list=2%, signal=98%","PROX1/SIX4"
"GO:0071698","BP","GO:0071698","olfactory placode development",3,-0.961287452969587,-1.48855522431039,0.0040650406504065,0.0040650406504065,0.160061400112748,1719,"tags=100%, list=2%, signal=98%","PROX1/SIX4"
"GO:0071699","BP","GO:0071699","olfactory placode morphogenesis",3,-0.961287452969587,-1.48855522431039,0.0040650406504065,0.0040650406504065,0.160061400112748,1719,"tags=100%, list=2%, signal=98%","PROX1/SIX4"
"GO:0031418","MF","GO:0031418","L-ascorbic acid binding",20,-0.69711792396325,-1.48857925955859,0.0325047801147228,0.0325047801147228,0.402669170060588,9978,"tags=50%, list=13%, signal=44%","EGLN3/P3H1/P4HTM/PAM/P3H2/PLOD1/PLOD3/P4HA2/PLOD2/P3H3"
"GO:0038095","BP","GO:0038095","Fc-epsilon receptor signaling pathway",25,-0.682887428446097,-1.48902010684682,0.0266666666666667,0.0266666666666667,0.373307987802463,4589,"tags=36%, list=6%, signal=34%","LYN/FER/MAPK10/PLCG1/LILRA4/FCER2/MAP3K1/FCER1G/FCER1A"
"GO:0071750","CC","GO:0071750","dimeric IgA immunoglobulin complex",3,-0.961825943033761,-1.48938907707294,0.0040650406504065,0.0040650406504065,0.160061400112748,1715,"tags=67%, list=2%, signal=65%","IGHA1/IGHA2"
"GO:0071752","CC","GO:0071752","secretory dimeric IgA immunoglobulin complex",3,-0.961825943033761,-1.48938907707294,0.0040650406504065,0.0040650406504065,0.160061400112748,1715,"tags=67%, list=2%, signal=65%","IGHA1/IGHA2"
"GO:0048246","BP","GO:0048246","macrophage chemotaxis",44,-0.610423590349064,-1.48950654858375,0.0158730158730159,0.0158730158730159,0.291667440205452,6442,"tags=32%, list=8%, signal=29%","MTUS1/CCL2/CSF1R/EDNRB/CSF1/CMKLR1/SLAMF8/THBS1/PTPRJ/C5AR1/LGALS3/C3AR1/MMP2/AZU1"
"GO:0032615","BP","GO:0032615","interleukin-12 production",64,-0.569633687818257,-1.48972066914186,0.0177304964539007,0.0177304964539007,0.302129582357071,8907,"tags=30%, list=11%, signal=26%","TIRAP/MAST2/LTB/PLCB1/JAK3/TIGIT/ARRB2/MAPK14/TLR3/IRF5/CMKLR1/TLR2/IL23R/THBS1/TLR8/LILRA5/CD36/MEFV/HLA-G"
"GO:0032655","BP","GO:0032655","regulation of interleukin-12 production",64,-0.569633687818257,-1.48972066914186,0.0177304964539007,0.0177304964539007,0.302129582357071,8907,"tags=30%, list=11%, signal=26%","TIRAP/MAST2/LTB/PLCB1/JAK3/TIGIT/ARRB2/MAPK14/TLR3/IRF5/CMKLR1/TLR2/IL23R/THBS1/TLR8/LILRA5/CD36/MEFV/HLA-G"
"GO:0035880","BP","GO:0035880","embryonic nail plate morphogenesis",4,-0.939260009204534,-1.48976685961692,0.00404040404040404,0.00404040404040404,0.160061400112748,254,"tags=100%, list=0%, signal=100%","MSX1/FZD6/PRICKLE1"
"GO:0034164","BP","GO:0034164","negative regulation of toll-like receptor 9 signaling pathway",5,-0.902019289585183,-1.49018607137037,0.00796812749003984,0.00796812749003984,0.219214526241372,4316,"tags=80%, list=6%, signal=76%","PTPRS/LILRA4/PPT1/RAB7B"
"GO:0009084","BP","GO:0009084","glutamine family amino acid biosynthetic process",19,-0.702820178418028,-1.49119703344553,0.0340909090909091,0.0340909090909091,0.412080257863456,8035,"tags=58%, list=10%, signal=52%","NOXRED1/ALDH18A1/GLS2/NAGS/CLN3/OAT/PYCR1/ASL/GLUL/ASS1/FOLH1"
"GO:0050482","BP","GO:0050482","arachidonate secretion",29,-0.653623606960271,-1.49120959998643,0.0341726618705036,0.0341726618705036,0.412080257863456,9897,"tags=31%, list=13%, signal=27%","NTSR1/PLA2G4A/PLA2G12A/ACE/PLA2G2D/DRD3/AVPR1B/PLA2G2F/PLA2G2C"
"GO:1903963","BP","GO:1903963","arachidonate transport",29,-0.653623606960271,-1.49120959998643,0.0341726618705036,0.0341726618705036,0.412080257863456,9897,"tags=31%, list=13%, signal=27%","NTSR1/PLA2G4A/PLA2G12A/ACE/PLA2G2D/DRD3/AVPR1B/PLA2G2F/PLA2G2C"
"GO:0048033","BP","GO:0048033","heme O metabolic process",9,-0.810835199667885,-1.49166257595114,0.0307692307692308,0.0307692307692308,0.398718411149599,13981,"tags=89%, list=18%, signal=73%","COX10/HMBS/PPOX/CPOX/UROD/ALAD/FECH/ALAS1"
"GO:0048034","BP","GO:0048034","heme O biosynthetic process",9,-0.810835199667885,-1.49166257595114,0.0307692307692308,0.0307692307692308,0.398718411149599,13981,"tags=89%, list=18%, signal=73%","COX10/HMBS/PPOX/CPOX/UROD/ALAD/FECH/ALAS1"
"GO:1900029","BP","GO:1900029","positive regulation of ruffle assembly",15,-0.736456795801954,-1.49169511348984,0.0361216730038023,0.0361216730038023,0.419497016561997,6979,"tags=33%, list=9%, signal=30%","EPS8L1/PFN1/DEF8/EPS8L2/NLGN1"
"GO:0019563","BP","GO:0019563","glycerol catabolic process",6,-0.871123737905008,-1.49207367226728,0.0219560878243513,0.0219560878243513,0.340832070132839,9138,"tags=83%, list=12%, signal=74%","TKFC/GPD2/TPI1/GK5/GK"
"GO:0046348","BP","GO:0046348","amino sugar catabolic process",14,-0.746189906092894,-1.49238081190654,0.0415094339622641,0.0415094339622641,0.444320196578255,8897,"tags=50%, list=11%, signal=44%","NAGK/CTBS/AMDHD2/GNPDA1/CHIT1/NPL/CHI3L1"
"GO:0051307","BP","GO:0051307","meiotic chromosome separation",10,-0.79447767709226,-1.4923880871486,0.0308285163776493,0.0308285163776493,0.398718411149599,15216,"tags=90%, list=19%, signal=73%","KNL1/NCAPH/NCAPH2/ZWINT/TTK/CHFR/ESPL1/MAPK15/M1AP"
"GO:0019956","MF","GO:0019956","chemokine binding",33,-0.645427265381057,-1.49246999530946,0.0346715328467153,0.0346715328467153,0.414252566446351,2463,"tags=42%, list=3%, signal=41%","PLP2/FGF2/A2M/ZFP36/CXCR3/CCR4/CXCR2/CX3CR1/PDPN/CXCR1/XCR1/CCR3/ITGAV/CCR2"
"GO:0170035","BP","GO:0170035","L-amino acid catabolic process",86,-0.553772591267482,-1.4927945441261,0.0017636684303351,0.0017636684303351,0.146567851847429,13279,"tags=43%, list=17%, signal=36%","GLS2/AGXT2/HGD/GAD2/FTCD/UROC1/QDPR/AFMID/BCKDK/CARNMT1/HSD17B10/KYAT1/AGXT/IDO2/CSAD/CDO1/ARG1/HAAO/HPD/OAT/ALDH4A1/GPT2/AADAT/NOS3/DAO/KYNU/GLUL/AMDHD1/HNMT/GCAT/DDAH1/FAH/SDSL/SDS/ASRGL1/HAL/HDC"
"GO:0002605","BP","GO:0002605","negative regulation of dendritic cell antigen processing and presentation",4,-0.941308698086189,-1.49301629935847,0.00404040404040404,0.00404040404040404,0.160061400112748,2090,"tags=50%, list=3%, signal=49%","THBS1/FCGR2B"
"GO:0014831","BP","GO:0014831","gastro-intestinal system smooth muscle contraction",12,-0.770620289065325,-1.49314484640275,0.0419847328244275,0.0419847328244275,0.444320196578255,5230,"tags=42%, list=7%, signal=39%","TACR2/SULF2/GHSR/PTGER3/KIT"
"GO:0042475","BP","GO:0042475","odontogenesis of dentin-containing tooth",91,-0.550010356470433,-1.49321467516501,0.00181818181818182,0.00181818181818182,0.146567851847429,13108,"tags=45%, list=17%, signal=38%","SCN10A/LAMA5/DMRT3/FGF10/ODAPH/AMTN/RELT/TGFB1/NGFR/FOXC1/NECTIN1/ACVR2A/BMP4/TCIRG1/FAM20C/NFIC/ROGDI/CTNNA1/SHH/ITGB6/RUNX2/ENAM/CSF1/BCL11B/AMELY/BMPR1A/BSG/AMBN/GLI2/CAMP/NKX2-3/PDGFRA/SMPD3/TBX1/SCN5A/WNT6/PERP/SLC34A1/FST/SLC24A4/RSPO2"
"GO:0008137","MF","GO:0008137","NADH dehydrogenase (ubiquinone) activity",41,-0.622009087271486,-1.4935848839206,0.0253623188405797,0.0253623188405797,0.369650816869999,16080,"tags=56%, list=21%, signal=45%","NDUFV3/NDUFS8/MT-ND1/MT-ND2/NDUFS1/NDUFS7/NDUFB3/MT-ND4/NDUFA8/MT-ND4L/NDUFA6/NDUFB10/NDUFA12/NDUFB7/NDUFB2/NDUFB6/NDUFC1/NDUFA3/MT-ND5/MT-ND6/NDUFS2/NDUFB9/NDUFC2"
"GO:0001846","MF","GO:0001846","opsonin binding",21,-0.695275657262855,-1.4935855043216,0.0247619047619048,0.0247619047619048,0.365219224077963,4782,"tags=33%, list=6%, signal=31%","APCS/VSIG4/CALR/ITGAM/CR1/ITGB2/ITGAV"
"GO:0071357","BP","GO:0071357","cellular response to type I interferon",93,-0.548170445074408,-1.49374298929316,0.00180505415162455,0.00180505415162455,0.146567851847429,15300,"tags=39%, list=20%, signal=31%","IRAK1/UBE2K/CDC37/GIGYF2/SP100/CUL4A/WNT5A/TYK2/MAVS/STAT2/UBR4/HDAC4/USP29/MUL1/IRF7/IFI27/ADAR/IFITM2/OAS1/MYD88/RBX1/RNF185/TRAF3/DCST1/STING1/PTPN6/IKBKE/TTLL12/STAT1/SAMHD1/IFNA21/AZI2/TANK/ISG15/OASL/ZBP1"
"GO:0032303","BP","GO:0032303","regulation of icosanoid secretion",19,-0.704119891993711,-1.4939546791249,0.0340909090909091,0.0340909090909091,0.412080257863456,2299,"tags=42%, list=3%, signal=41%","NTSR1/ACSL4/PLA2G4A/CYP4A11/PTGES/AVPR1B/TNFSF11/CYP4F2"
"GO:0001621","MF","GO:0001621","G protein-coupled ADP receptor activity",3,-0.964894067485276,-1.49414007290361,0.0040650406504065,0.0040650406504065,0.160061400112748,1397,"tags=67%, list=2%, signal=65%","P2RY1/P2RY6"
"GO:0032928","BP","GO:0032928","regulation of superoxide anion generation",22,-0.691692804522164,-1.49414524514785,0.0229007633587786,0.0229007633587786,0.348517526195013,11434,"tags=59%, list=15%, signal=50%","MAPT/GSTP1/TGFB1/GNAI2/AGT/CYBA/PRKCD/F2RL1/CD177/APP/ITGAM/ITGB2/TYROBP"
"GO:0032765","BP","GO:0032765","positive regulation of mast cell cytokine production",5,-0.904485646549064,-1.49426063034825,0.00796812749003984,0.00796812749003984,0.219214526241372,355,"tags=80%, list=0%, signal=80%","SYK/BCL10/FCER1G/KIT"
"GO:0044860","BP","GO:0044860","protein localization to plasma membrane raft",5,-0.904771014270957,-1.49473207370794,0.00796812749003984,0.00796812749003984,0.219214526241372,7473,"tags=100%, list=10%, signal=90%","FLOT2/MYADM/ATP1B1/CAV1"
"GO:0006022","BP","GO:0006022","aminoglycan metabolic process",80,-0.559824172586566,-1.49493033624831,0.00543478260869565,0.00543478260869565,0.192440232959983,6711,"tags=40%, list=9%, signal=37%","GCNT2/TGFB1/IDS/GAL3ST3/FOXC1/FGF2/CTBS/UGDH/B3GNT6/NAGLU/NDST1/IDUA/PXYLP1/HS3ST3A1/STAB2/GNS/HYAL2/CHIT1/GUSB/B3GAT1/HYAL4/B3GNT8/HAS1/EXT1/SMPD3/B3GNT7/CHI3L1/HYAL3/B4GALT5/PGLYRP1/TNFAIP6/HS3ST1"
"GO:0060337","BP","GO:0060337","type I interferon-mediated signaling pathway",92,-0.549642854724183,-1.49507566675938,0.00180831826401447,0.00180831826401447,0.146567851847429,15300,"tags=39%, list=20%, signal=32%","IRAK1/UBE2K/CDC37/GIGYF2/SP100/CUL4A/WNT5A/TYK2/MAVS/STAT2/UBR4/HDAC4/USP29/MUL1/IRF7/IFI27/ADAR/IFITM2/OAS1/MYD88/RBX1/RNF185/TRAF3/DCST1/STING1/PTPN6/IKBKE/TTLL12/STAT1/SAMHD1/IFNA21/AZI2/TANK/ISG15/OASL/ZBP1"
"GO:0045575","BP","GO:0045575","basophil activation",3,-0.965616171959852,-1.49525825288693,0.0040650406504065,0.0040650406504065,0.160061400112748,399,"tags=100%, list=1%, signal=99%","PRG3/ENPP3"
"GO:0008378","MF","GO:0008378","galactosyltransferase activity",31,-0.654275797607239,-1.49529185968291,0.036563071297989,0.036563071297989,0.422250974325399,6127,"tags=42%, list=8%, signal=39%","B3GALT4/QTGAL/B3GALT5/B3GNT6/PLOD3/UGT8/B4GALT2/B3GNT8/A3GALT2/B3GNT7/B4GALT5/COLGALT2/ABO"
"GO:0070945","BP","GO:0070945","neutrophil-mediated killing of gram-negative bacterium",7,-0.849733741825255,-1.49599658482075,0.0193798449612403,0.0193798449612403,0.317029826310274,7727,"tags=100%, list=10%, signal=90%","TUSC2/CXCL6/DAO/F2RL1/TREM1/ELANE"
"GO:0035251","MF","GO:0035251","UDP-glucosyltransferase activity",12,-0.772144208807837,-1.49609757544733,0.0400763358778626,0.0400763358778626,0.43794988699175,7368,"tags=67%, list=9%, signal=60%","UGCG/UGGT1/POGLUT3/GYS1/GYG1/GYG2/POGLUT2/UGGT2"
"GO:0015942","BP","GO:0015942","formate metabolic process",8,-0.826148908706525,-1.49657429710948,0.0290135396518375,0.0290135396518375,0.388112933847875,12719,"tags=88%, list=16%, signal=73%","FTCD/UROC1/SHMT2/MTHFS/MTHFD2/AMDHD1/HAL"
"GO:0031254","CC","GO:0031254","cell trailing edge",15,-0.738910388396858,-1.49666487153292,0.0342205323193916,0.0342205323193916,0.412080257863456,5675,"tags=60%, list=7%, signal=56%","MYH9/MSN/FLOT1/FLOT2/PSTPIP1/PIP5K1B/BST1/SELPLG/PRICKLE1"
"GO:0047035","MF","GO:0047035","testosterone dehydrogenase (NAD+) activity",8,-0.826241366580838,-1.4967417851698,0.0290135396518375,0.0290135396518375,0.388112933847875,11409,"tags=62%, list=15%, signal=53%","HSD17B8/HSD17B10/AKR1C3/DHRS9/AKR1C4"
"GO:0071746","CC","GO:0071746","IgA immunoglobulin complex, circulating",5,-0.906050595696091,-1.49684601344175,0.00796812749003984,0.00796812749003984,0.219214526241372,1715,"tags=60%, list=2%, signal=59%","IGHA1/IGKV3-20/IGHA2"
"GO:0071749","CC","GO:0071749","polymeric IgA immunoglobulin complex",5,-0.906050595696091,-1.49684601344175,0.00796812749003984,0.00796812749003984,0.219214526241372,1715,"tags=60%, list=2%, signal=59%","IGHA1/IGKV3-20/IGHA2"
"GO:0071751","CC","GO:0071751","secretory IgA immunoglobulin complex",5,-0.906050595696091,-1.49684601344175,0.00796812749003984,0.00796812749003984,0.219214526241372,1715,"tags=60%, list=2%, signal=59%","IGHA1/IGKV3-20/IGHA2"
"GO:0036134","MF","GO:0036134","12-hydroxyheptadecatrienoic acid synthase activity",3,-0.966935526580377,-1.49730127571744,0.0040650406504065,0.0040650406504065,0.160061400112748,1863,"tags=67%, list=2%, signal=65%","TBXAS1/CYP2S1"
"GO:0006213","BP","GO:0006213","pyrimidine nucleoside metabolic process",14,-0.748729508795138,-1.4974600207135,0.039622641509434,0.039622641509434,0.437618770122942,9195,"tags=64%, list=12%, signal=57%","DTYMK/DHFR2/CDK1/NT5C3A/DPYD/TK1/UPP2/TYMP/UPP1"
"GO:0030449","BP","GO:0030449","regulation of complement activation",24,-0.688069276694833,-1.4975141134713,0.0247148288973384,0.0247148288973384,0.365219224077963,8348,"tags=54%, list=11%, signal=48%","MASP1/CD46/CD55/A2M/CR1L/SUSD4/C3/VSIG4/C4BPA/SERPING1/CR1/CFP/CLU"
"GO:0006982","BP","GO:0006982","response to lipid hydroperoxide",3,-0.967084663641039,-1.49753221470463,0.0040650406504065,0.0040650406504065,0.160061400112748,52,"tags=67%, list=0%, signal=67%","GPX3/MGST1"
"GO:2000191","BP","GO:2000191","regulation of fatty acid transport",31,-0.655287077837967,-1.49760305490424,0.036563071297989,0.036563071297989,0.422250974325399,9897,"tags=39%, list=13%, signal=34%","NTSR1/ACSL4/PLA2G4A/AKT1/ACSL1/IRS2/CYP4A11/THBS1/PTGES/AVPR1B/TNFSF11/CYP4F2"
"GO:0045654","BP","GO:0045654","positive regulation of megakaryocyte differentiation",11,-0.785685774048113,-1.49761282984463,0.0424710424710425,0.0424710424710425,0.447283010989428,13123,"tags=82%, list=17%, signal=68%","FAXDC2/ZNF16/SCIN/RCOR1/MTURN/HMGB2/TESC/RAB7B/GATA2"
"GO:1903381","BP","GO:1903381","regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway",4,-0.944268734377391,-1.49771123359039,0.00404040404040404,0.00404040404040404,0.160061400112748,4375,"tags=100%, list=6%, signal=94%","APP/PRKN/FCGR2B"
"GO:0021545","BP","GO:0021545","cranial nerve development",62,-0.578177767421034,-1.49782222100536,0.0124555160142349,0.0124555160142349,0.260959006393545,5092,"tags=34%, list=6%, signal=32%","KCNC1/KCNA2/PLXNA4/TFAP2A/ADARB1/EPHB1/CNGB1/HOXB2/EXT1/LPAR1/MAFB/DRGX/EPHB2/TBX1/SLC1A3/HOXA1/PAX2/NTRK1/EGR2/SLC24A4/SIX4"
"GO:0060142","BP","GO:0060142","regulation of syncytium formation by plasma membrane fusion",30,-0.655044483266858,-1.49793866955049,0.036231884057971,0.036231884057971,0.419598299528304,4734,"tags=37%, list=6%, signal=34%","MYOG/ADAM9/MAPK14/CFLAR/IL4R/SCGB3A1/ADGRB1/EHD2/CAPN2/TNFSF14/TYROBP"
"GO:0009131","BP","GO:0009131","pyrimidine nucleoside monophosphate catabolic process",8,-0.826968257582887,-1.49805855310232,0.0290135396518375,0.0290135396518375,0.388112933847875,1630,"tags=62%, list=2%, signal=61%","DPYD/NT5M/UPP2/TYMP/UPP1"
"GO:0009178","BP","GO:0009178","pyrimidine deoxyribonucleoside monophosphate catabolic process",8,-0.826968257582887,-1.49805855310232,0.0290135396518375,0.0290135396518375,0.388112933847875,1630,"tags=62%, list=2%, signal=61%","DPYD/NT5M/UPP2/TYMP/UPP1"
"GO:0030280","MF","GO:0030280","structural constituent of skin epidermis",62,-0.57829568389286,-1.49812769437649,0.0124555160142349,0.0124555160142349,0.260959006393545,9719,"tags=24%, list=12%, signal=21%","KRT78/KRT1/KRT71/KRT4/KRT6B/KRT85/KRT72/KRT79/KRT73/KRT7/KRT13/PI3/PNPLA1/KRT86/KRT17"
